,mass,distance_pc,Earth_like_detectability,Super_Earth_detectability,Sub_Neptune_detectability,Neptune_like_detectability
1130,18072.39168,64.2129298879478,1,1,1,1
1131,18465.368544,88.33448931598194,1,1,1,1
1132,18169.38144,25.841078594101702,1,1,1,1
1133,17859.29712,64.3965227842292,1,1,1,1
1134,17235.849120000003,97.96177249656392,1,1,1,1
1135,17299.637712,70.92721352356814,1,1,1,1
1136,17736.59664,92.13207819100522,1,1,1,1
1137,17279.79456,78.2510467332952,1,1,1,1
1138,18354.349439999998,73.24305482092396,1,1,1,1
1139,18179.67984,73.75251641083584,1,1,1,1
1140,19769.321040000003,69.04099954946949,1,1,1,1
1141,18458.85384,85.69544604151702,1,1,1,1
1142,19132.815744000003,96.93546612000397,1,1,1,1
1143,16954.65744,93.01838784742404,1,1,1,1
1144,18270.06384,83.02502149453417,1,1,1,1
1145,20638.55808,94.78614994264986,1,1,1,1
1146,18806.597376,89.44262537579927,1,1,1,1
1147,19210.02048,21.24184127297973,1,1,1,1
1148,18492.917856,83.31981409578262,1,1,1,1
1149,19098.607248,96.60059225113598,1,1,1,1
1150,17587.061520000003,88.04774043192597,1,1,1,1
1151,16998.73056,73.23771806408051,1,1,1,1
1152,17680.658352,87.21709521475965,1,1,1,1
1153,17726.44272,97.6775977271588,1,1,1,1
1154,18478.57872,99.81396066244636,1,1,1,1
1155,18442.48224,82.53023384289584,1,1,1,1
1156,21617.855952,92.332900488972,1,1,1,1
1157,18683.55216,81.7627118080269,1,1,1,1
1158,20417.21136,67.58650857587847,1,1,1,1
1159,18192.4008,74.93580454209705,1,1,1,1
1160,19352.65584,74.69952805788373,1,1,1,1
1161,19778.1696,83.70186418260126,1,1,1,1
1162,18080.786976,66.7686991047827,1,1,1,1
1163,18842.98752,91.2432235282061,1,1,1,1
1164,18366.96288,73.20229453386125,1,1,1,1
1165,18957.68448,99.06770920151097,1,1,1,1
1166,17813.78256,83.95740541008874,1,1,1,1
1167,18252.050880000003,96.48896349036342,1,1,1,1
1168,17497.788,77.72145118274776,1,1,1,1
1169,18527.34576,86.63516279262305,1,1,1,1
1170,18185.1264,85.0390894720375,1,1,1,1
1171,17742.09024,85.58458618255088,1,1,1,1
1172,17196.79416,78.90478108587313,1,1,1,1
1173,17935.117535999998,79.63746415558323,1,1,1,1
1174,18472.23504,76.74823953806191,1,1,1,1
1175,18479.51784,95.96272075443466,1,1,1,1
1176,17221.08696,25.111573160800635,1,1,1,1
1177,17476.536,91.27639886265489,1,1,1,1
1178,17531.9256,90.04707140381426,1,1,1,1
1179,19113.767904,43.67648589024124,1,1,1,1
1180,18023.85648,87.55132191222698,1,1,1,1
1181,18164.22048,69.86928467226456,1,1,1,1
1182,18948.163247999997,98.0894289020067,1,1,1,1
1183,17356.26144,88.61974790428523,1,1,1,1
1184,17811.66576,88.14034289496928,1,1,1,1
1185,21970.46544,98.38830198058852,1,1,1,1
1186,17807.408639999998,83.43579208231755,1,1,1,1
1187,20153.50848,92.51614015195744,1,1,1,1
1188,17041.535616,82.44724304804161,1,1,1,1
1189,18054.20736,89.44283941053192,1,1,1,1
1190,18827.780160000002,93.43988859912852,1,1,1,1
1191,18383.475599999998,80.70858880347049,1,1,1,1
1192,18008.72304,94.81412859858403,1,1,1,1
1193,17544.129119999998,89.97381704914575,1,1,1,1
1194,18725.29344,96.1928122488344,1,1,1,1
1195,19551.972048,33.55899585740407,1,1,1,1
1196,17513.15664,89.09119458523129,1,1,1,1
1197,18212.78256,97.30634233088358,1,1,1,1
1198,17968.910399999997,68.88562344402126,1,1,1,1
1199,18143.051472,96.79268530928752,1,1,1,1
1200,16843.5792,80.49809148019231,1,1,1,1
1201,18565.9488,83.90092303785698,1,1,1,1
1202,19176.61536,58.044344124555145,1,1,1,1
1203,18937.168319999997,60.80899639157512,1,1,1,1
1204,19026.812112,35.459456393079094,1,1,1,1
1205,20119.98576,71.84707706953407,1,1,1,1
1206,22814.29248,98.24487881362676,1,1,1,1
1207,17371.020576000003,81.47898902823198,1,1,1,1
1208,18908.56968,90.32240086764148,1,1,1,1
1209,19193.662320000003,74.8653590509374,1,1,1,1
1210,17861.892047999998,85.53509077790277,1,1,1,1
1211,18995.711952,79.1705348030079,1,1,1,1
1212,18204.819359999998,70.85184213271003,1,1,1,1
1213,17070.567359999997,83.31676178453088,1,1,1,1
1214,17846.1864,90.5325923772769,1,1,1,1
1215,17621.502192,85.86351205554969,1,1,1,1
1216,17652.245856,85.30817788350355,1,1,1,1
1217,19134.90768,78.16991570619727,1,1,1,1
1218,17657.386656,64.38636512179852,1,1,1,1
1219,18153.57936,99.37686552924478,1,1,1,1
1220,19733.356272,67.23498430336882,1,1,1,1
1221,17346.7728,96.25272083853716,1,1,1,1
1222,18224.17128,67.23254550292944,1,1,1,1
1223,20156.085600000002,95.5506417281013,1,1,1,1
1224,17676.941184,89.935971488776,1,1,1,1
1225,18147.771936,87.86588513314926,1,1,1,1
1226,19115.127360000002,97.22475681523042,1,1,1,1
1227,18906.552,76.14354446679617,1,1,1,1
1228,22740.16584,24.396242678457018,1,1,1,1
1229,19349.09088,84.21692853176604,1,1,1,1
1230,18379.60992,77.18722184817662,1,1,1,1
1231,20140.36752,91.99921022424688,1,1,1,1
1232,18169.829664,96.20507259257616,1,1,1,1
1233,18207.647136,82.29734629833554,1,1,1,1
1234,17782.061808,70.82011238373596,1,1,1,1
1235,18641.90832,71.82299410584508,1,1,1,1
1236,17740.77984,90.35188349217069,1,1,1,1
1237,20152.18632,77.37911665988696,1,1,1,1
1238,17810.959152,81.25928704004929,1,1,1,1
1239,18978.8088,75.989735911591,1,1,1,1
1240,17585.72256,93.19124737626558,1,1,1,1
1241,18173.57808,91.48796137576896,1,1,1,1
1242,18351.71856,79.4746563707849,1,1,1,1
1243,18101.342784,74.03949594611872,1,1,1,1
1244,20537.400576,83.1804247878432,1,1,1,1
1245,17594.619840000003,75.75008433175215,1,1,1,1
1246,18478.594512,84.75561749006343,1,1,1,1
1247,18220.60128,70.60008546502873,1,1,1,1
1248,19402.379472,10.574886074221189,1,1,1,1
1249,19502.861279999997,82.53128743248249,1,1,1,1
1250,17642.49984,80.54900128627837,1,1,1,1
1251,22117.012848,92.4607432524114,1,1,1,1
1252,19010.92368,80.56957432940266,1,1,1,1
1253,21485.8056,90.38587759322192,1,1,1,1
1254,17198.81856,71.06310224900022,1,1,1,1
1255,17779.206144,91.24553254058354,1,1,1,1
1256,18144.722400000002,88.27912540379712,1,1,1,1
1257,17452.5456,75.03049586303587,1,1,1,1
1258,17955.146495999998,73.5633117594436,1,1,1,1
1259,20138.93952,78.49479516441735,1,1,1,1
1260,18804.500399999997,90.80760721639712,1,1,1,1
1261,17642.380559999998,92.5314941919112,1,1,1,1
1262,17735.278512,80.05907649489632,1,1,1,1
1263,18422.03328,89.27772385465263,1,1,1,1
1264,18016.089168000002,80.97172158142929,1,1,1,1
1265,17990.30016,81.21015818016637,1,1,1,1
1266,19207.967520000002,75.21973509333088,1,1,1,1
1267,18460.94208,75.90606704468469,1,1,1,1
1268,18364.752,87.77037695673457,1,1,1,1
1269,17840.303040000003,80.3980731681829,1,1,1,1
1270,18386.663904,93.51292693894266,1,1,1,1
1271,20630.43864,92.47633622132489,1,1,1,1
1272,18456.06336,88.58986970524471,1,1,1,1
1273,17613.160320000003,83.1045204855506,1,1,1,1
1274,17847.47328,94.21861667485196,1,1,1,1
1275,19637.08152,95.53465621207728,1,1,1,1
1276,19240.3008,66.08011410702481,1,1,1,1
1277,18406.64112,89.61952679789418,1,1,1,1
1278,16947.74424,94.30434411053086,1,1,1,1
1279,17240.44896,80.30432636910741,1,1,1,1
1280,17697.40896,90.13124410503916,1,1,1,1
1281,18921.222768,82.43977731461479,1,1,1,1
1282,18491.7768,83.29733372619239,1,1,1,1
1283,20567.922144,97.58205338646134,1,1,1,1
1284,18465.89808,92.90987176223342,1,1,1,1
1285,19907.71272,69.26199850175806,1,1,1,1
1286,17328.130176000002,92.25295134873409,1,1,1,1
1287,18480.85008,89.64329431182536,1,1,1,1
1288,16832.99688,92.6136665254457,1,1,1,1
1289,17686.91232,96.05071010920187,1,1,1,1
1290,18368.260848,73.05865281743999,1,1,1,1
1291,19050.42384,44.77968579621742,1,1,1,1
1292,16971.214175999998,77.23427041878767,1,1,1,1
1293,17863.20984,92.2720489481488,1,1,1,1
1294,19107.12048,20.927840409700032,1,1,1,1
1295,18329.594304,83.04816065379715,1,1,1,1
1296,19949.158992,93.7790989423692,1,1,1,1
1297,18478.942944,81.11373606277455,1,1,1,1
1298,17732.224272,86.99280531206252,1,1,1,1
1299,18470.13168,83.44406150837546,1,1,1,1
1300,17349.741696,95.2617905992644,1,1,1,1
1301,18160.92096,92.88694926245871,1,1,1,1
1302,18479.479199999998,85.44771203229024,1,1,1,1
1303,18386.163264,92.60226100036448,1,1,1,1
1304,19581.05352,97.01877854813549,1,1,1,1
1305,18462.93456,89.5862886379238,1,1,1,1
1306,19131.20832,90.49859708007,1,1,1,1
1307,17336.24928,81.85228093832391,1,1,1,1
1308,18480.72912,65.58193931222543,1,1,1,1
1309,17979.85728,76.25723700810074,1,1,1,1
1310,18992.887199999997,92.36502609602458,1,1,1,1
1311,18383.90064,90.88613991205608,1,1,1,1
1312,19031.538288,91.05316213945746,1,1,1,1
1313,19248.222336000003,87.79911428393443,1,1,1,1
1314,18199.7928,88.71438426548983,1,1,1,1
1315,18478.73328,92.4977540945983,1,1,1,1
1316,17793.45792,72.68366672500787,1,1,1,1
1317,18464.331312,93.73128242531864,1,1,1,1
1318,17046.430128,93.08491394011487,1,1,1,1
1319,21547.122239999997,72.14896473088788,1,1,1,1
1320,20043.328704,44.50372899742149,1,1,1,1
1321,17015.616576,70.0287972006273,1,1,1,1
1322,17325.47376,97.19441312553882,1,1,1,1
1323,17698.83024,88.06993072132549,1,1,1,1
1324,18277.01232,77.42889360213483,1,1,1,1
1325,17556.67536,92.4855952188211,1,1,1,1
1326,18993.402624,92.30041391933712,1,1,1,1
1327,18412.983456,90.86577278939984,1,1,1,1
1328,18412.112208,75.13077127045932,1,1,1,1
1329,19135.76448,73.45501553267201,1,1,1,1
1330,18456.98904,83.70514912091836,1,1,1,1
1331,19973.279424,89.04206763214154,1,1,1,1
1332,16995.31344,87.2716432213664,1,1,1,1
1333,17008.32,96.4179238117108,1,1,1,1
1334,18038.045759999997,84.67390225664425,1,1,1,1
1335,19001.363472,80.69382609344484,1,1,1,1
1336,18460.96896,80.37315256892732,1,1,1,1
1337,18275.6616,97.65582333009522,1,1,1,1
1338,18229.338288,96.66818573482372,1,1,1,1
1339,20160.669648,99.198240524878,1,1,1,1
1340,18326.221872000002,73.40761745917922,1,1,1,1
1341,19650.840384,98.33343630600164,1,1,1,1
1342,18444.09168,62.54411535402968,1,1,1,1
1343,18477.29688,83.6822351767197,1,1,1,1
1344,17165.104320000002,91.42157031972415,1,1,1,1
1345,18217.860864000002,13.94398722576335,1,1,1,1
1346,17234.106624,82.21211654362902,1,1,1,1
1347,19051.229231999998,76.27236988380183,1,1,1,1
1348,16946.29776,84.90239573822798,1,1,1,1
1349,19563.22032,96.43309304018354,1,1,1,1
1350,17704.1088,82.52462498057118,1,1,1,1
1351,18419.175936,92.33512080995732,1,1,1,1
1352,18065.65656,73.40355680269562,1,1,1,1
1353,17373.267408,90.72625639759684,1,1,1,1
1354,18090.568272,99.37377074239716,1,1,1,1
1355,17484.49416,93.31210620702784,1,1,1,1
1356,18476.498880000003,86.36896377459288,1,1,1,1
1357,17571.013488,73.71486666216492,1,1,1,1
1358,17710.29792,78.80795099771115,1,1,1,1
1359,18978.8508,72.60698437363925,1,1,1,1
1360,17282.95968,78.32456144432594,1,1,1,1
1361,18409.42992,93.28910097312534,1,1,1,1
1362,18052.051919999998,83.82304800030903,1,1,1,1
1363,17956.092,65.57506293911162,1,1,1,1
1364,17626.9464,78.43875354982987,1,1,1,1
1365,21588.50736,76.54311501670557,1,1,1,1
1366,21313.77696,84.751026478773,1,1,1,1
1367,17600.352,77.04110914136565,1,1,1,1
1368,17818.98048,95.80715520299846,1,1,1,1
1369,18042.497760000002,87.96250953703921,1,1,1,1
1370,19593.957599999998,87.29066337986421,1,1,1,1
1371,18479.5128,64.8349389526104,1,1,1,1
1372,19221.88464,51.59310645979393,1,1,1,1
1373,18002.25504,89.08030484154612,1,1,1,1
1374,19204.4496,93.45912779201532,1,1,1,1
1375,16946.588736,86.17252767105545,1,1,1,1
1376,17163.35712,82.08707075012002,1,1,1,1
1377,21147.29232,44.62008267755376,1,1,1,1
1378,20675.393760000003,96.32437186969328,1,1,1,1
1379,17679.201119999998,74.26512683462148,1,1,1,1
1380,20853.399840000002,50.06854828487022,1,1,1,1
1381,19415.905824,90.45481799572092,1,1,1,1
1382,17160.31632,71.01332948300025,1,1,1,1
1383,17484.24384,92.05426344256716,1,1,1,1
1384,18595.128384,79.85596833421982,1,1,1,1
1385,18902.931936,74.42952439172662,1,1,1,1
1386,20447.520576000003,92.13061656004312,1,1,1,1
1387,18845.109696,83.21313162219595,1,1,1,1
1388,17998.1424,91.75537126540006,1,1,1,1
1389,18170.062176,76.84552635807464,1,1,1,1
1390,17587.248,97.99365567941008,1,1,1,1
1391,18218.49456,94.2669886234636,1,1,1,1
1392,21066.293808000002,64.32086687465768,1,1,1,1
1393,20142.934559999998,52.84313706387881,1,1,1,1
1394,18739.90272,94.89950894773835,1,1,1,1
1395,20810.86224,74.93446970215597,1,1,1,1
1396,19438.091903999997,88.334652078061,1,1,1,1
1397,19383.455616,57.00399765652183,1,1,1,1
1398,17765.47248,96.08286240351715,1,1,1,1
1399,19040.312256,76.27878096602888,1,1,1,1
1400,19172.010816,80.23923383168751,1,1,1,1
1401,18130.35168,82.46927633163126,1,1,1,1
1402,18125.655744,87.85229526387286,1,1,1,1
1403,17368.327200000003,81.37548303261578,1,1,1,1
1404,19329.30384,63.42301003929855,1,1,1,1
1405,19018.20816,80.35082782125504,1,1,1,1
1406,19250.370720000003,89.74544119403124,1,1,1,1
1407,17547.096,92.84407607881056,1,1,1,1
1408,17536.15584,94.21507602024124,1,1,1,1
1409,20133.9516,89.22669981099916,1,1,1,1
1410,19042.18848,73.21749609549725,1,1,1,1
1411,17357.34,96.90780177490062,1,1,1,1
1412,20613.1212,93.32613508879274,1,1,1,1
1413,18337.22688,72.26582202239342,1,1,1,1
1414,19650.224159999998,33.1515577481815,1,1,1,1
1415,17258.787839999997,76.29340605842799,1,1,1,1
1416,17628.948959999998,80.4444175604859,1,1,1,1
1417,18053.2128,97.99142209277578,1,1,1,1
1418,18526.12944,64.22893243314495,1,1,1,1
1419,18261.091632,70.57348022970886,1,1,1,1
1420,17738.481600000003,71.51391967402199,1,1,1,1
1421,18470.439456,99.09886554497812,1,1,1,1
1422,18793.961760000002,29.8655800750709,1,1,1,1
1423,18184.97856,96.9912870948952,1,1,1,1
1424,18891.462239999997,77.60694832592712,1,1,1,1
1425,18634.7616,76.44769962699512,1,1,1,1
1426,16928.28816,79.31643818262874,1,1,1,1
1427,18890.373600000003,48.465848068265935,1,1,1,1
1428,20192.933376,96.26035896038653,1,1,1,1
1429,17014.252416,84.22786860048845,1,1,1,1
1430,19288.564847999998,94.24843702728614,1,1,1,1
1431,19116.82416,75.16001012584732,1,1,1,1
1432,18172.705488000003,99.00775777801243,1,1,1,1
1433,18434.22,97.57921555358324,1,1,1,1
1434,18272.44272,97.91974805462358,1,1,1,1
1435,20153.033376,76.88410425729079,1,1,1,1
1436,16889.41128,79.16133276737891,1,1,1,1
1437,19824.21336,92.68644258450897,1,1,1,1
1438,18026.222928,72.80588242478979,1,1,1,1
1439,17797.0296,99.60226077800084,1,1,1,1
1440,18254.79264,91.28016328025392,1,1,1,1
1441,17617.269600000003,96.98213952936294,1,1,1,1
1442,17989.791456000003,95.7284813039414,1,1,1,1
1443,18190.840079999998,84.22244144724219,1,1,1,1
1444,18674.85648,29.05359600190437,1,1,1,1
1445,19850.63808,23.11162618265553,1,1,1,1
1446,17673.05904,79.06580292806262,1,1,1,1
1447,18927.131999999998,83.45992458757325,1,1,1,1
1448,19159.33152,88.98631509293638,1,1,1,1
1449,19224.49536,54.90632089914696,1,1,1,1
1450,20393.103359999997,87.50882804069019,1,1,1,1
1451,19021.128,90.29136691605062,1,1,1,1
1452,18479.796048,75.15720280518467,1,1,1,1
1453,19280.78208,92.21373890235022,1,1,1,1
1454,18478.67616,92.89097420628994,1,1,1,1
1455,18756.627456,79.03352641719539,1,1,1,1
1456,17073.19656,88.3385318304943,1,1,1,1
1457,18329.519040000003,75.605232002235,1,1,1,1
1458,17764.780319999998,87.44356506631895,1,1,1,1
1459,18010.529712,84.47422491662465,1,1,1,1
1460,18908.545488,37.49594668588343,1,1,1,1
1461,21710.06208,86.44256907884325,1,1,1,1
1462,18047.2236,93.49730405190073,1,1,1,1
1463,18455.91384,94.64339578374008,1,1,1,1
1464,19808.54736,73.43485314140612,1,1,1,1
1465,17812.383120000002,98.54698528975734,1,1,1,1
1466,17084.62896,87.31628437932147,1,1,1,1
1467,17497.966080000002,88.69067849589253,1,1,1,1
1468,18251.49648,69.32750875029987,1,1,1,1
1469,19340.387136,99.17739850721038,1,1,1,1
1470,20399.19168,70.74594820760669,1,1,1,1
1471,18137.315616000004,72.51843293839582,1,1,1,1
1472,17754.49872,72.84195342801118,1,1,1,1
1473,17748.02568,92.86486403215088,1,1,1,1
1474,16994.48352,72.9990076428601,1,1,1,1
1475,17706.891888000002,82.71035788862623,1,1,1,1
1476,17668.0728,72.10329851181802,1,1,1,1
1477,20137.0176,98.24188742626646,1,1,1,1
1478,18302.19888,95.8006583510039,1,1,1,1
1479,18412.43376,67.8983141818654,1,1,1,1
1480,18990.80064,76.14238769028478,1,1,1,1
1481,18805.481856,67.83156445983066,1,1,1,1
1482,18103.8984,96.6104668989398,1,1,1,1
1483,18013.924320000002,97.05653971659687,1,1,1,1
1484,17607.82968,84.71095470064718,1,1,1,1
1485,18094.9104,94.84839806642312,1,1,1,1
1486,18225.05664,98.03084717123068,1,1,1,1
1487,17535.887039999998,38.3026495698847,1,1,1,1
1488,18415.987632,95.24084103968504,1,1,1,1
1489,17527.444703999998,69.5889598067,1,1,1,1
1490,18725.582400000003,96.52730949982671,1,1,1,1
1491,18458.317919999998,87.53971491911987,1,1,1,1
1492,18270.06048,87.18106556828339,1,1,1,1
1493,20135.2704,99.41525771104084,1,1,1,1
1494,18470.9616,71.30173117728086,1,1,1,1
1495,18140.12256,86.58832576120373,1,1,1,1
1496,17139.63552,94.98329065647748,1,1,1,1
1497,18252.311616000003,98.79083441461908,1,1,1,1
1498,18489.973824,94.17338309745972,1,1,1,1
1499,16895.17704,95.57302123705487,1,1,1,1
1500,17751.566447999998,96.23619630938866,1,1,1,1
1501,17895.673824,96.16796197835424,1,1,1,1
1502,16869.73008,69.74928468324526,1,1,1,1
1503,19502.32872,58.11910966045948,1,1,1,1
1504,17625.281184,16.72785326849297,1,1,1,1
1505,17601.61536,89.27440348293045,1,1,1,1
1506,17559.96144,94.43524046966644,1,1,1,1
1507,18503.190720000002,83.22955485380778,1,1,1,1
1508,18222.24768,85.88623074799992,1,1,1,1
1509,20882.783040000002,95.1705053325901,1,1,1,1
1510,17818.739568,90.9141816660824,1,1,1,1
1511,17267.41632,32.884054639660896,1,1,1,1
1512,19054.918176,85.35474334383186,1,1,1,1
1513,19599.417599999997,95.546695528397,1,1,1,1
1514,20634.704159999998,61.18787137905066,1,1,1,1
1515,17621.095632,35.06882078344442,1,1,1,1
1516,19298.489279999998,74.45975354486038,1,1,1,1
1517,18828.32784,52.28686150049143,1,1,1,1
1518,18390.83904,74.04924502252662,1,1,1,1
1519,18477.831456,71.77537935365241,1,1,1,1
1520,18472.977600000002,97.76313738662336,1,1,1,1
1521,17883.75456,83.56715028929291,1,1,1,1
1522,17210.819136000002,88.7322040797009,1,1,1,1
1523,17717.227919999998,75.42919332272507,1,1,1,1
1524,19185.346992,85.22397015073356,1,1,1,1
1525,16886.551248,81.94159539293798,1,1,1,1
1526,18241.911408,66.1194882750649,1,1,1,1
1527,21137.14008,75.42636472310627,1,1,1,1
1528,21569.8056,91.12872609080917,1,1,1,1
1529,18282.39504,74.20407899135267,1,1,1,1
1530,17636.853024,75.84982695034654,1,1,1,1
1531,18252.40032,92.652260266751,1,1,1,1
1532,19298.197968,79.76649824181865,1,1,1,1
1533,17853.943295999998,89.84329275841495,1,1,1,1
1534,18037.748736,81.8280982698352,1,1,1,1
1535,17742.46992,70.21891838591142,1,1,1,1
1536,17522.16144,91.989336994355,1,1,1,1
1537,18869.06112,84.1751505491224,1,1,1,1
1538,17917.914,98.9071183764157,1,1,1,1
1539,18984.41832,62.844999414300496,1,1,1,1
1540,16984.06416,96.52616796589172,1,1,1,1
1541,20152.8264,70.92179902138726,1,1,1,1
1542,19106.22,31.717676547883404,1,1,1,1
1543,20308.66992,63.10235283570371,1,1,1,1
1544,18687.1692,98.6937934032147,1,1,1,1
1545,19604.94144,98.6873769546273,1,1,1,1
1546,17775.730560000004,67.59090421372669,1,1,1,1
1547,20362.088880000003,84.70510238921601,1,1,1,1
1548,18145.11216,91.80023032235536,1,1,1,1
1549,20481.664896,77.27156893358443,1,1,1,1
1550,19178.293343999998,89.5203677444211,1,1,1,1
1551,18993.95568,85.58728751208719,1,1,1,1
1552,19613.774879999997,89.43641207564673,1,1,1,1
1553,18589.22016,27.95174926149607,1,1,1,1
1554,17740.619568000002,81.78629225621239,1,1,1,1
1555,17736.52944,88.21362870725214,1,1,1,1
1556,19316.178336,24.790348249937463,1,1,1,1
1557,20135.15952,75.39801248353552,1,1,1,1
1558,18688.41072,76.16974117524528,1,1,1,1
1559,19134.262560000003,87.34679209865045,1,1,1,1
1560,18781.7448,96.82503355404867,1,1,1,1
1561,18210.93792,90.77496081176756,1,1,1,1
1562,18111.492000000002,78.32886707314952,1,1,1,1
1563,18321.59952,90.0626722213439,1,1,1,1
1564,17964.912,83.95432316494544,1,1,1,1
1565,20041.438032,92.80980627229498,1,1,1,1
1566,18445.711199999998,86.13752647991329,1,1,1,1
1567,18428.075904,80.62134419311559,1,1,1,1
1568,19051.337760000002,14.307770159567914,1,1,1,1
1569,17708.160959999997,64.52549172135717,1,1,1,1
1570,18480.2268,64.61231723997824,1,1,1,1
1571,19281.7128,65.53435234419543,1,1,1,1
1572,17716.3728,99.18271379025148,1,1,1,1
1573,18245.268047999998,92.5360677996858,1,1,1,1
1574,19071.482640000002,94.5023074554592,1,1,1,1
1575,19146.760752000002,95.52889939150836,1,1,1,1
1576,18814.147632,85.86525230256613,1,1,1,1
1577,20845.87008,78.9718223690833,1,1,1,1
1578,18613.631568,68.0048226927625,1,1,1,1
1579,19554.647952,98.09039175173922,1,1,1,1
1580,19032.900095999998,77.4395284819829,1,1,1,1
1581,18165.225120000003,81.89124976327432,1,1,1,1
1582,18001.72584,96.45597202840142,1,1,1,1
1583,17991.706319999998,92.6735774192838,1,1,1,1
1584,17403.21744,78.32771358707272,1,1,1,1
1585,19588.0104,99.2725643906364,1,1,1,1
1586,17370.207456,98.70956947592204,1,1,1,1
1587,18162.71184,88.19575558887838,1,1,1,1
1588,17408.801760000002,97.64411145861786,1,1,1,1
1589,17683.945440000003,70.09431588403245,1,1,1,1
1590,18996.3144,31.86184950503626,1,1,1,1
1591,19658.14368,47.63037694949143,1,1,1,1
1592,18402.72336,16.930977185101842,1,1,1,1
1593,17695.12584,74.71575105783407,1,1,1,1
1594,19503.875999999997,82.48624627612037,1,1,1,1
1595,18474.832319999998,73.9854486336741,1,1,1,1
1596,21201.761280000002,65.62162445346853,1,1,1,1
1597,18207.413279999997,99.21987683496025,1,1,1,1
1598,18127.350192,73.37465799489131,1,1,1,1
1599,18139.05072,84.7387333470438,1,1,1,1
1600,21105.2856,83.67384604571399,1,1,1,1
1601,20143.782959999997,99.89411865889257,1,1,1,1
1602,17998.77576,71.03381560831318,1,1,1,1
1603,17965.901184000002,97.84346144069424,1,1,1,1
1604,19473.57552,88.19894528287578,1,1,1,1
1605,17456.376,90.44988260892757,1,1,1,1
1606,18360.139728000002,81.40195866595329,1,1,1,1
1607,18916.412256,94.37043274488286,1,1,1,1
1608,19527.0684,64.24869897460466,1,1,1,1
1609,17673.73776,81.43652951299507,1,1,1,1
1610,17529.326976,70.42119587000423,1,1,1,1
1611,17948.30688,90.1727904037224,1,1,1,1
1612,17988.383616,81.99013162942592,1,1,1,1
1613,18174.454031999998,97.4049477764215,1,1,1,1
1614,19100.86752,67.30443513316696,1,1,1,1
1615,17578.167264,88.94930132816233,1,1,1,1
1616,18071.32824,92.18881706750147,1,1,1,1
1617,17735.2896,88.65324032201083,1,1,1,1
1618,17893.322831999998,97.41585171366954,1,1,1,1
1619,16990.58256,90.60375822056405,1,1,1,1
1620,18125.950080000002,88.51728408843576,1,1,1,1
1621,17900.316000000003,82.22166903103356,1,1,1,1
1622,18227.275584,85.14461425140539,1,1,1,1
1623,17644.010496000003,54.78466930618541,1,1,1,1
1624,18932.25264,87.39536706250911,1,1,1,1
1625,18069.0216,96.39848984499156,1,1,1,1
1626,17912.286336,96.08855185504412,1,1,1,1
1627,19357.7664,92.77211512077946,1,1,1,1
1628,18067.094304,84.21612846904888,1,1,1,1
1629,19648.945679999997,73.27448386162057,1,1,1,1
1630,18214.63056,93.01188628696286,1,1,1,1
1631,17594.369184,77.56561858373291,1,1,1,1
1632,17056.465440000004,76.7778978378348,1,1,1,1
1633,18491.18208,88.19378548353279,1,1,1,1
1634,17683.400112,90.09148602744132,1,1,1,1
1635,19081.720559999998,91.02715538898084,1,1,1,1
1636,17187.925440000003,81.87477353657982,1,1,1,1
1637,18130.31808,71.93171852379325,1,1,1,1
1638,18217.73184,94.64073244771298,1,1,1,1
1639,17337.80496,82.5118670331743,1,1,1,1
1640,18160.84704,76.46720122652425,1,1,1,1
1641,18998.081759999997,63.85909441656102,1,1,1,1
1642,16962.02928,41.86004525517685,1,1,1,1
1643,17848.836432,96.24741676215446,1,1,1,1
1644,18347.997359999998,92.092185020435,1,1,1,1
1645,17634.54168,77.09927761569841,1,1,1,1
1646,18071.24592,81.4069552400463,1,1,1,1
1647,18258.60624,98.85705524056772,1,1,1,1
1648,18234.454560000002,95.85497451169606,1,1,1,1
1649,18105.80352,99.08142663640062,1,1,1,1
1650,18610.899888,94.66586729943133,1,1,1,1
1651,18306.114623999998,74.15731046332617,1,1,1,1
1652,18459.895104,95.6186899806518,1,1,1,1
1653,21094.85448,90.49961214028984,1,1,1,1
1654,18400.68384,48.57903677225394,1,1,1,1
1655,18043.0824,96.35412126425668,1,1,1,1
1656,17442.4824,93.9067797610534,1,1,1,1
1657,18190.345488000003,67.7547576700661,1,1,1,1
1658,17022.62016,65.74629243549758,1,1,1,1
1659,17025.29808,79.89761447436389,1,1,1,1
1660,18381.23448,90.18443951041034,1,1,1,1
1661,18482.00592,64.38515067673208,1,1,1,1
1662,19989.5472,98.9836428779628,1,1,1,1
1663,19000.85712,89.07649555589043,1,1,1,1
1664,18444.89136,84.65126064189866,1,1,1,1
1665,19288.069919999998,91.07803342135146,1,1,1,1
1666,19503.03936,53.198360137125725,1,1,1,1
1667,22518.05472,98.13004243236352,1,1,1,1
1668,20118.96432,97.10830341179722,1,1,1,1
1669,18999.907584,87.10523292489084,1,1,1,1
1670,17318.40096,91.57551113505504,1,1,1,1
1671,21065.79888,99.5053638261566,1,1,1,1
1672,18557.47152,75.80833340249795,1,1,1,1
1673,18487.0896,64.94615628616934,1,1,1,1
1674,17359.294511999997,90.4237291700995,1,1,1,1
1675,17745.6804,92.83018907342652,1,1,1,1
1676,18089.13456,84.7542179613486,1,1,1,1
1677,22752.8532,79.73772951585474,1,1,1,1
